;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 4/28/2016 2:37:13 PM
;----------------------------------------------

;Address Opcode 	ASM
0x1D0A	0x0E11      	MOVLW       17
0x1D0C	0x1843      	XORWF       _col, 0 
L__main112:
0x1D0E	0xE10E      	BNZ         L_main58
0x1D10	0x0E00      	MOVLW       0
0x1D12	0x183F      	XORWF       _row+1, 0 
0x1D14	0xE102      	BNZ         L__main113
0x1D16	0x0E01      	MOVLW       1
0x1D18	0x183E      	XORWF       _row, 0 
L__main113:
0x1D1A	0xE108      	BNZ         L_main58
L__main77:
;usb_rs232_tmr0.c,348 :: 		row=2;
0x1D1C	0x0E02      	MOVLW       2
0x1D1E	0x6E3E      	MOVWF       _row 
0x1D20	0x0E00      	MOVLW       0
0x1D22	0x6E3F      	MOVWF       _row+1 
;usb_rs232_tmr0.c,349 :: 		col=1;
0x1D24	0x0E01      	MOVLW       1
0x1D26	0x6E43      	MOVWF       _col 
0x1D28	0x0E00      	MOVLW       0
0x1D2A	0x6E44      	MOVWF       _col+1 
;usb_rs232_tmr0.c,350 :: 		}
L_main58:
;usb_rs232_tmr0.c,351 :: 		if(row==2 && col==17){
0x1D2C	0x0E00      	MOVLW       0
0x1D2E	0x183F      	XORWF       _row+1, 0 
0x1D30	0xE102      	BNZ         L__main114
0x1D32	0x0E02      	MOVLW       2
0x1D34	0x183E      	XORWF       _row, 0 
L__main114:
0x1D36	0xE113      	BNZ         L_main61
0x1D38	0x0E00      	MOVLW       0
0x1D3A	0x1844      	XORWF       _col+1, 0 
0x1D3C	0xE102      	BNZ         L__main115
0x1D3E	0x0E11      	MOVLW       17
0x1D40	0x1843      	XORWF       _col, 0 
L__main115:
0x1D42	0xE10D      	BNZ         L_main61
L__main76:
0x1D44	0x0100      	MOVLB       0
;usb_rs232_tmr0.c,352 :: 		Lcd_Cmd(_LCD_CLEAR);
0x1D46	0x0E01      	MOVLW       1
0x1D48	0x6FAF      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1D4A	0xF009EC9B  	CALL        _Lcd_Cmd, 0
;usb_rs232_tmr0.c,353 :: 		col=1;
0x1D4E	0x0E01      	MOVLW       1
0x1D50	0x6E43      	MOVWF       _col 
0x1D52	0x0E00      	MOVLW       0
0x1D54	0x6E44      	MOVWF       _col+1 
;usb_rs232_tmr0.c,354 :: 		row=1;
0x1D56	0x0E01      	MOVLW       1
0x1D58	0x6E3E      	MOVWF       _row 
0x1D5A	0x0E00      	MOVLW       0
0x1D5C	0x6E3F      	MOVWF       _row+1 
;usb_rs232_tmr0.c,355 :: 		}
L_main61:
;usb_rs232_tmr0.c,356 :: 		}
L_main53:
;usb_rs232_tmr0.c,358 :: 		if(timer_sayac_0 == 4 && PORTB.F0 == 0 && PORTB.F1 == 0){
0x1D5E	0x5040      	MOVF        _timer_sayac_0, 0 
0x1D60	0x0A04      	XORLW       4
0x1D62	0xE152      	BNZ         L_main64
0x1D64	0xB081      	BTFSC       PORTB, 0 
0x1D66	0xD050      	BRA         L_main64
0x1D68	0xB281      	BTFSC       PORTB, 1 
0x1D6A	0xD04E      	BRA         L_main64
L__main75:
;usb_rs232_tmr0.c,360 :: 		address1();
0x1D6C	0xDE48      	RCALL       _address1
;usb_rs232_tmr0.c,362 :: 		if(UART1_Data_Ready()){
0x1D6E	0xDC19      	RCALL       _UART1_Data_Ready
0x1D70	0x5200      	MOVF        R0, 1 
0x1D72	0xE01C      	BZ          L_main65
;usb_rs232_tmr0.c,363 :: 		uart_rd4 = UART1_Read();
0x1D74	0xDC0D      	RCALL       _UART1_Read
0x1D76	0xF084C000  	MOVFF       R0, _uart_rd4
;usb_rs232_tmr0.c,364 :: 		Lcd_Chr(row,col,uart_rd4);
0x1D7A	0xF0A3C03E  	MOVFF       _row, FARG_Lcd_Chr_row
0x1D7E	0xF0A4C043  	MOVFF       _col, FARG_Lcd_Chr_column
0x1D82	0xF0A5C000  	MOVFF       R0, FARG_Lcd_Chr_out_char
0x1D86	0xF00AEC99  	CALL        _Lcd_Chr, 0
;usb_rs232_tmr0.c,365 :: 		if(uart_rd4==17){
0x1D8A	0x5184      	MOVF        _uart_rd4, 0, 1
0x1D8C	0x0A11      	XORLW       17
0x1D8E	0xE10C      	BNZ         L_main66
;usb_rs232_tmr0.c,366 :: 		Lcd_Cmd(_LCD_CLEAR);
0x1D90	0x0E01      	MOVLW       1
0x1D92	0x6FAF      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1D94	0xF009EC9B  	CALL        _Lcd_Cmd, 0
;usb_rs232_tmr0.c,367 :: 		col=1,row=1;
0x1D98	0x0E01      	MOVLW       1
0x1D9A	0x6E43      	MOVWF       _col 
0x1D9C	0x0E00      	MOVLW       0
0x1D9E	0x6E44      	MOVWF       _col+1 
0x1DA0	0x0E01      	MOVLW       1
0x1DA2	0x6E3E      	MOVWF       _row 
0x1DA4	0x0E00      	MOVLW       0
0x1DA6	0x6E3F      	MOVWF       _row+1 
;usb_rs232_tmr0.c,368 :: 		}
L_main66:
;usb_rs232_tmr0.c,369 :: 		col=col+1;
0x1DA8	0x4A43      	INFSNZ      _col, 1 
0x1DAA	0x2A44      	INCF        _col+1, 1 
;usb_rs232_tmr0.c,370 :: 		}
L_main65:
;usb_rs232_tmr0.c,371 :: 		if(col==17 && row==1){
0x1DAC	0x0E00      	MOVLW       0
0x1DAE	0x1844      	XORWF       _col+1, 0 
0x1DB0	0xE102      	BNZ         L__main116
0x1DB2	0x0E11      	MOVLW       17
0x1DB4	0x1843      	XORWF       _col, 0 
L__main116:
0x1DB6	0xE10E      	BNZ         L_main69
0x1DB8	0x0E00      	MOVLW       0
0x1DBA	0x183F      	XORWF       _row+1, 0 
0x1DBC	0xE102      	BNZ         L__main117
0x1DBE	0x0E01      	MOVLW       1
0x1DC0	0x183E      	XORWF       _row, 0 
L__main117:
0x1DC2	0xE108      	BNZ         L_main69
L__main74:
;usb_rs232_tmr0.c,372 :: 		row=2;
0x1DC4	0x0E02      	MOVLW       2
0x1DC6	0x6E3E      	MOVWF       _row 
0x1DC8	0x0E00      	MOVLW       0
0x1DCA	0x6E3F      	MOVWF       _row+1 
;usb_rs232_tmr0.c,373 :: 		col=1;
0x1DCC	0x0E01      	MOVLW       1
0x1DCE	0x6E43      	MOVWF       _col 
0x1DD0	0x0E00      	MOVLW       0
0x1DD2	0x6E44      	MOVWF       _col+1 
;usb_rs232_tmr0.c,374 :: 		}
L_main69:
;usb_rs232_tmr0.c,375 :: 		if(row==2 && col==17){
0x1DD4	0x0E00      	MOVLW       0
0x1DD6	0x183F      	XORWF       _row+1, 0 
0x1DD8	0xE102      	BNZ         L__main118
0x1DDA	0x0E02      	MOVLW       2
0x1DDC	0x183E      	XORWF       _row, 0 
L__main118:
0x1DDE	0xE114      	BNZ         L_main72
0x1DE0	0x0E00      	MOVLW       0
0x1DE2	0x1844      	XORWF       _col+1, 0 
0x1DE4	0xE102      	BNZ         L__main119
0x1DE6	0x0E11      	MOVLW       17
0x1DE8	0x1843      	XORWF       _col, 0 
L__main119:
0x1DEA	0xE10E      	BNZ         L_main72
L__main73:
0x1DEC	0x0100      	MOVLB       0
;usb_rs232_tmr0.c,376 :: 		Lcd_Cmd(_LCD_CLEAR);
0x1DEE	0x0E01      	MOVLW       1
0x1DF0	0x6FAF      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1DF2	0xF009EC9B  	CALL        _Lcd_Cmd, 0
;usb_rs232_tmr0.c,377 :: 		col=1;
0x1DF6	0x0E01      	MOVLW       1
0x1DF8	0x6E43      	MOVWF       _col 
0x1DFA	0x0E00      	MOVLW       0
0x1DFC	0x6E44      	MOVWF       _col+1 
;usb_rs232_tmr0.c,378 :: 		row=1;
0x1DFE	0x0E01      	MOVLW       1
0x1E00	0x6E3E      	MOVWF       _row 
0x1E02	0x0E00      	MOVLW       0
0x1E04	0x6E3F      	MOVWF       _row+1 
;usb_rs232_tmr0.c,379 :: 		timer_sayac_0=0;
0x1E06	0x6A40      	CLRF        _timer_sayac_0 
;usb_rs232_tmr0.c,380 :: 		}
L_main72:
;usb_rs232_tmr0.c,381 :: 		}
L_main64:
;usb_rs232_tmr0.c,386 :: 		} // While Döngüsü Bitiþi
0x1E08	0xD636      	BRA         L_main8
;usb_rs232_tmr0.c,387 :: 		}
L_end_main:
0x1E0A	0xD7FF      	BRA         $+0
; end of _main
0x1EB6	0xF029EE10  	LFSR        1, 41
0x1EBA	0x0E20      	MOVLW       32
0x1EBC	0x6E00      	MOVWF       R0 
0x1EBE	0x0E01      	MOVLW       1
0x1EC0	0x6E01      	MOVWF       R1 
0x1EC2	0x0E56      	MOVLW       86
0x1EC4	0x6EF6      	MOVWF       4086 
0x1EC6	0x0E1E      	MOVLW       30
0x1EC8	0x6EF7      	MOVWF       TBLPTRH 
0x1ECA	0x0E00      	MOVLW       0
0x1ECC	0x6EF8      	MOVWF       TBLPTRU 
0x1ECE	0xF00CEC74  	CALL        6376, 0
0x1ED2	0x0012      	RETURN      0
;USBdsc.c,49 :: _configDescriptor1
0x1E0C	0x0209 ;_configDescriptor1+0
0x1E0E	0x0029 ;_configDescriptor1+2
0x1E10	0x0101 ;_configDescriptor1+4
0x1E12	0x8000 ;_configDescriptor1+6
0x1E14	0x0932 ;_configDescriptor1+8
0x1E16	0x0004 ;_configDescriptor1+10
0x1E18	0x0200 ;_configDescriptor1+12
0x1E1A	0x0003 ;_configDescriptor1+14
0x1E1C	0x0000 ;_configDescriptor1+16
0x1E1E	0x2109 ;_configDescriptor1+18
0x1E20	0x0101 ;_configDescriptor1+20
0x1E22	0x0100 ;_configDescriptor1+22
0x1E24	0x2122 ;_configDescriptor1+24
0x1E26	0x0700 ;_configDescriptor1+26
0x1E28	0x8105 ;_configDescriptor1+28
0x1E2A	0x4003 ;_configDescriptor1+30
0x1E2C	0x0100 ;_configDescriptor1+32
0x1E2E	0x0507 ;_configDescriptor1+34
0x1E30	0x0301 ;_configDescriptor1+36
0x1E32	0x0040 ;_configDescriptor1+38
0x1E34	0x01 ;_configDescriptor1+40
; end of _configDescriptor1
;USBdsc.c,99 :: _hid_rpt_desc
0x1E35	0x0006 ;_hid_rpt_desc+0
0x1E37	0x09FF ;_hid_rpt_desc+2
0x1E39	0xA101 ;_hid_rpt_desc+4
0x1E3B	0x1901 ;_hid_rpt_desc+6
0x1E3D	0x2901 ;_hid_rpt_desc+8
0x1E3F	0x1540 ;_hid_rpt_desc+10
0x1E41	0x2600 ;_hid_rpt_desc+12
0x1E43	0x00FF ;_hid_rpt_desc+14
0x1E45	0x0875 ;_hid_rpt_desc+16
0x1E47	0x4095 ;_hid_rpt_desc+18
0x1E49	0x0281 ;_hid_rpt_desc+20
0x1E4B	0x0119 ;_hid_rpt_desc+22
0x1E4D	0x4029 ;_hid_rpt_desc+24
0x1E4F	0x0875 ;_hid_rpt_desc+26
0x1E51	0x4095 ;_hid_rpt_desc+28
0x1E53	0x0291 ;_hid_rpt_desc+30
0x1E55	0xC0 ;_hid_rpt_desc+32
; end of _hid_rpt_desc
;usb_rs232_tmr0.c,0 :: ?ICS?lstr1_usb_rs232_tmr0
0x1E56	0x7547 ;?ICS?lstr1_usb_rs232_tmr0+0
0x1E58	0x6D6C ;?ICS?lstr1_usb_rs232_tmr0+2
0x1E5A	0x7961 ;?ICS?lstr1_usb_rs232_tmr0+4
0x1E5C	0x4720 ;?ICS?lstr1_usb_rs232_tmr0+6
0x1E5E	0x6E65 ;?ICS?lstr1_usb_rs232_tmr0+8
0x1E60	0x202E ;?ICS?lstr1_usb_rs232_tmr0+10
0x1E62	0x6554 ;?ICS?lstr1_usb_rs232_tmr0+12
0x1E64	0x7473 ;?ICS?lstr1_usb_rs232_tmr0+14
0x1E66	0x00 ;?ICS?lstr1_usb_rs232_tmr0+16
; end of ?ICS?lstr1_usb_rs232_tmr0
;usb_rs232_tmr0.c,0 :: ?ICS_button_state_0
0x1E67	0x00 ;?ICS_button_state_0+0
; end of ?ICS_button_state_0
;usb_rs232_tmr0.c,0 :: ?ICS_xray_on
0x1E68	0x00 ;?ICS_xray_on+0
; end of ?ICS_xray_on
;usb_rs232_tmr0.c,0 :: ?ICS_ready
0x1E69	0x00 ;?ICS_ready+0
; end of ?ICS_ready
;usb_rs232_tmr0.c,0 :: ?ICS_button_state_1
0x1E6A	0x00 ;?ICS_button_state_1+0
; end of ?ICS_button_state_1
;usb_rs232_tmr0.c,0 :: ?ICS_row
0x1E6B	0x0001 ;?ICS_row+0
; end of ?ICS_row
;usb_rs232_tmr0.c,0 :: ?ICS_timer_sayac_0
0x1E6D	0x00 ;?ICS_timer_sayac_0+0
; end of ?ICS_timer_sayac_0
;usb_rs232_tmr0.c,0 :: ?ICS?lstr2_usb_rs232_tmr0
0x1E6E	0x0031 ;?ICS?lstr2_usb_rs232_tmr0+0
; end of ?ICS?lstr2_usb_rs232_tmr0
;usb_rs232_tmr0.c,0 :: ?ICS_col
0x1E70	0x0001 ;?ICS_col+0
; end of ?ICS_col
;usb_rs232_tmr0.c,0 :: ?ICS?lstr4_usb_rs232_tmr0
0x1E72	0x0033 ;?ICS?lstr4_usb_rs232_tmr0+0
; end of ?ICS?lstr4_usb_rs232_tmr0
;usb_rs232_tmr0.c,0 :: ?ICS?lstr3_usb_rs232_tmr0
0x1E74	0x0032 ;?ICS?lstr3_usb_rs232_tmr0+0
; end of ?ICS?lstr3_usb_rs232_tmr0
;USBdsc.c,149 :: _strd3
0x1E76	0x031C ;_strd3+0
0x1E78	0x0064 ;_strd3+2
0x1E7A	0x0075 ;_strd3+4
0x1E7C	0x0072 ;_strd3+6
0x1E7E	0x006D ;_strd3+8
0x1E80	0x0061 ;_strd3+10
0x1E82	0x007A ;_strd3+12
0x1E84	0x0073 ;_strd3+14
0x1E86	0x0079 ;_strd3+16
0x1E88	0x006E ;_strd3+18
0x1E8A	0x0063 ;_strd3+20
0x1E8C	0x0062 ;_strd3+22
0x1E8E	0x006F ;_strd3+24
0x1E90	0x0078 ;_strd3+26
; end of _strd3
;USBdsc.c,31 :: _device_dsc
0x1E92	0x0112 ;_device_dsc+0
0x1E94	0x0200 ;_device_dsc+2
0x1E96	0x0000 ;_device_dsc+4
0x1E98	0x0800 ;_device_dsc+6
0x1E9A	0x1234 ;_device_dsc+8
0x1E9C	0x0001 ;_device_dsc+10
0x1E9E	0x0001 ;_device_dsc+12
0x1EA0	0x0201 ;_device_dsc+14
0x1EA2	0x0100 ;_device_dsc+16
; end of _device_dsc
;USBdsc.c,138 :: _strd2
0x1EA4	0x030E ;_strd2+0
0x1EA6	0x0064 ;_strd2+2
0x1EA8	0x0075 ;_strd2+4
0x1EAA	0x0072 ;_strd2+6
0x1EAC	0x006D ;_strd2+8
0x1EAE	0x0061 ;_strd2+10
0x1EB0	0x007A ;_strd2+12
; end of _strd2
;USBdsc.c,126 :: _strd1
0x1EB2	0x0304 ;_strd1+0
0x1EB4	0x0409 ;_strd1+2
; end of _strd1
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0008     [238]    _interrupt
0x00F6     [198]    __Lib_USB_genHID_USB_CB_Init_EP
0x01BC      [80]    _Mul_16x16_U
0x020C     [316]    __Lib_USB_genHID_USB_CtrlTrf_Tx_Service
0x0348     [252]    __Lib_USB_genHID_USB_Get_Dsc_Handler
0x0444      [32]    __Lib_USB_genHID_USB_Set_Cfg_Handler
0x0464     [314]    __Lib_USB_genHID_USB_Check_HID_Request
0x059E     [220]    __Lib_USB_genHID_USB_Get_Status_Handler
0x067A     [340]    __Lib_USB_genHID_USB_Std_Feature_Req_Handler
0x07CE      [36]    __Lib_USB_genHID_USB_Prepare_Next_Setup_Trf
0x07F2     [272]    __Lib_USB_genHID_USB_CtrlTrf_Rx_Service
0x0902      [14]    __Lib_USB_genHID_USB_Configure
0x0910     [222]    __Lib_USB_genHID_USB_Check_Std_Request
0x09EE       [8]    __Lib_USB_genHID_USB_CB_Check_Other_Req
0x09F6      [52]    _USB_Init_Desc
0x0A2A     [418]    __Lib_USB_genHID_USB_CtrlEP_Service_Complete
0x0BCC      [46]    __Lib_USB_genHID_USB_CtrlTrf_Setup_Handler
0x0BFA       [4]    _Delay_1us
0x0BFE     [166]    __Lib_USB_genHID_USB_CtrlTrf_In_Handler
0x0CA4      [72]    __Lib_USB_genHID_USB_CtrlTrf_Out_Handler
0x0CEC      [16]    __Lib_USB_genHID_USB_Wake_From_Suspend
0x0CFC      [12]    _Delay_50us
0x0D08       [4]    __Lib_USB_genHID_USB_Clear_Interrupt
0x0D0C      [60]    __Lib_USB_genHID_USB_Stall_Handler
0x0D48      [10]    __Lib_USB_genHID_USB_Suspend
0x0D52      [18]    _Delay_5500us
0x0D64     [124]    __Lib_USB_genHID_USB_Device_Init
0x0DE0      [44]    __Lib_USB_genHID_USB_Handle_Busy
0x0E0C     [288]    __Lib_USB_genHID_USB_Transfer_Packet
0x0F2C     [494]    _USB_Polling_Proc
0x111A     [190]    __Lib_USB_genHID_GetMaxIndexInDevDsc
0x11D8     [350]    __Lib_USB_genHID_GetMaxIndexInConfigDsc
0x1336     [126]    _Lcd_Cmd
0x13B4      [10]    __Lib_USB_genHID_USB_Enable_Interrupts
0x13BE      [30]    __Lib_USB_genHID_USB_Attach_Device
0x13DC      [44]    __Lib_USB_genHID_GetMaxStrignDscIndex
0x1408     [112]    _Gen_Read
0x1478      [14]    _UART1_Write
0x1486     [158]    _Gen_Write
0x1524      [14]    _Lcd_Chr_CP
0x1532      [94]    _Lcd_Chr
0x1590      [18]    _UART1_Read
0x15A2      [10]    _UART1_Data_Ready
0x15AC     [198]    _Lcd_Init
0x1672       [8]    _address2
0x167A     [126]    _Lcd_Out
0x16F8     [488]    _USB_Interrupt_Proc
0x18E0       [8]    _address3
0x18E8      [16]    ___CC2DW
0x18F8       [8]    _InitINT0
0x1900      [18]    _InitTimer0
0x1912      [22]    _HID_Read
0x1928       [8]    _InitINT1
0x1930      [22]    _HID_Write
0x1946      [44]    _HID_Enable
0x1972      [88]    _UART1_Init
0x19CA      [52]    _UART1_Write_Text
0x19FE       [8]    _address1
0x1A06    [1030]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    UART1_Init_tmp_L0
0x0000       [1]    SPI1_Write_tmp_L0
0x0000       [1]    FLASH_Erase_64_SaveINTCON_L0
0x0000       [1]    __Lib_SoftI2C_PutZerosToLATScl_temp_scl_L0
0x0000       [1]    EEPROM_Write_SaveINTCON_L0
0x0000       [1]    R0
0x0000       [1]    __Lib_SoftI2C_PutZerosToLATSda_temp_sda_L0
0x0001       [1]    __Lib_TFT_16bit_JPEG_FileRead_i_L0
0x0001       [1]    R1
0x0001       [1]    __Lib_TFT_16bit_JPEG_FileReadBytes_Result_L0
0x0001       [1]    __Lib_USB_genHID_?FLOC____Lib_USB_genHID_USB_Handle_BusyT1
0x0001       [1]    ispunct_rslt_L0
0x0001       [1]    __Lib_TFT_JPEG_FileRead_i_L0
0x0001       [1]    UART1_Read___tmp_UART1_Read_L0
0x0001       [1]    I2C1_Rd_tmp_L0
0x0001       [2]    FLASH_Read_N_Bytes_i_L0
0x0001       [1]    __Lib_PS2_Wait_Falling_nsample_L0
0x0001       [1]    FLASH_Erase_Write_64_i_L0
0x0001       [1]    __Lib_TFT_JPEG_FileReadBytes_Result_L0
0x0001       [1]    FLASH_Write_32_i_L0
0x0002       [1]    FLASH_Erase_Write_64_j_L0
0x0002       [2]    memcpy_dd_L0
0x0002       [1]    R2
0x0002       [1]    __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_byteToRead_L0
0x0002       [2]    memchr_s_L0
0x0002       [1]    FLASH_Write_32_SaveINTCON_L0
0x0002       [2]    memset_pp_L0
0x0002       [2]    strlen_cp_L0
0x0003       [2]    MM_TotalFreeMemSize_Tot_L0
0x0003       [2]    __Lib_MmcFat16_f16_toInt_l_L0
0x0003       [1]    R3
0x0003       [1]    FLASH_Erase_Write_64_SaveINTCON_L0
0x0003       [1]    __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_i_L0
0x0003       [1]    MM_Init_i_L0
0x0003       [1]    __Lib_Sprinti_?FLOC____Lib_Sprinti_Do_FillT29
0x0003       [2]    Ltrim_original_L0
0x0003       [2]    __Lib_USB_genHID_USB_CtrlTrf_Tx_Service_byteToSend_L0
0x0003       [2]    memmove_tt_L0
0x0004       [2]    frexp_pom_L0
0x0004       [1]    __Lib_Sprinti_?FLOC____Lib_Sprinti_Do_FillT40
0x0004       [2]    strcat_cp_L0
0x0004       [2]    memcpy_ss_L0
0x0004       [2]    __Lib_USB_genHID_USB_Transfer_Packet_handle_L0
0x0004       [2]    strncat_cp_L0
0x0004       [2]    strncpy_cp_L0
0x0004       [2]    __Lib_USB_genHID_USB_Get_Status_Handler_p_L2
0x0004       [2]    __Lib_USB_genHID_USB_Std_Feature_Req_Handler_p_L0
0x0004       [2]    __Lib_MemManager_MM_GetMemAlign_P_L0
0x0004       [2]    strcpy_cp_L0
0x0004       [1]    R4
0x0004       [1]    __Lib_USB_genHID_GetMaxIndexInDevDsc_index_L0
0x0005       [1]    R5
0x0005       [2]    LongIntToHex_input_half_L0
0x0005       [1]    MM_TotalFreeMemSize_i_L0
0x0005       [2]    Ltrim_p_L0
0x0005       [2]    LongWordToHex_input_half_L0
0x0005       [2]    __Lib_USB_genHID_USB_Configure_Endpoint_handle_L0
0x0005       [2]    memmove_ff_L0
0x0005       [1]    __Lib_Sprinti_?FLOC____Lib_Sprinti_Do_FillT54
0x0006       [1]    __Lib_Sprinti_?FLOC____Lib_Sprinti_Do_FillT69
0x0006       [2]    __Lib_USB_genHID_GetMaxIndexInConfigDsc_totalLen_L0
0x0006       [1]    __Lib_MemManager_MM_GetMemAlign_i_L0
0x0006       [1]    R6
0x0007       [1]    R7
0x0007       [1]    __Lib_TFT_JPEG_GenerateHuffmanTables_bLength_L0
0x0007       [1]    __Lib_TFT_16bit_JPEG_GenerateHuffmanTables_bLength_L0
0x0008       [1]    __Lib_TFT_16bit_JPEG_GenerateHuffmanTables_bTable_L0
0x0008       [1]    R8
0x0008       [1]    __Lib_TFT_JPEG_GenerateHuffmanTables_bTable_L0
0x0008       [3]    __Lib_USB_genHID_GetMaxIndexInConfigDsc_ptr_L0
0x0009       [1]    R9
0x0009       [4]    __Lib_MmcFat16_f16_toLong_l_L0
0x000A       [1]    R10
0x000B       [1]    R11
0x000C       [1]    R12
0x000D       [1]    R13
0x000E       [1]    R14
0x000F       [1]    R15
0x0010       [1]    R16
0x0011       [1]    R17
0x0012       [1]    R18
0x0013       [1]    R19
0x0014       [1]    R20
0x0029      [17]    ?lstr1_usb_rs232_tmr0
0x003A       [1]    _button_state_0
0x003B       [1]    _xray_on
0x003C       [1]    _ready
0x003D       [1]    _button_state_1
0x003E       [2]    _row
0x0040       [1]    _timer_sayac_0
0x0041       [2]    ?lstr2_usb_rs232_tmr0
0x0043       [2]    _col
0x0045       [2]    ?lstr4_usb_rs232_tmr0
0x0047       [2]    ?lstr3_usb_rs232_tmr0
0x0049       [1]    __Lib_USB_genHID_USBAlternateInterface
0x004A       [1]    __Lib_USB_genHID__Is_HID
0x004B       [1]    __Lib_USB_genHID_USBActiveConfiguration
0x004C       [1]    _datacnt
0x004D       [1]    _cnt
0x004E       [1]    __Lib_USB_genHID_USBDeviceState
0x004F       [1]    __Lib_USB_genHID_shortPacketStatus
0x0050       [1]    __Lib_USB_genHID_controlTransferState
0x0051       [1]    __Lib_USB_genHID_idle_rate
0x0052       [1]    __Lib_USB_genHID_BothEP0OutUOWNsSet
0x0053       [2]    __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr
0x0055       [2]    __Lib_USB_genHID_USB_Out_Handle
0x0057       [2]    __Lib_USB_genHID_USB_Read_Buffer
0x0059       [9]    __Lib_USB_genHID_outPipes
0x0062       [2]    __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr
0x0064       [4]    __Lib_USB_genHID_BDTEntry_OutPtr
0x0068       [1]    __Lib_USB_genHID_RemoteWakeup
0x0069       [0]    __Lib_Lcd_cmd_status
0x006A       [4]    __Lib_USB_genHID_BDTEntry_InPtr
0x006E       [6]    __Lib_USB_genHID_inPipes
0x0074       [4]    _UART_Rd_Ptr
0x0078       [4]    _UART_Wr_Ptr
0x007C       [4]    _UART_Tx_Idle_Ptr
0x0080       [4]    _UART_Rdy_Ptr
0x0084       [1]    _uart_rd4
0x0085       [1]    _uart_rd1
0x0086       [1]    _uart_rd3
0x0087       [1]    _uart_rd2
0x0088       [1]    __Lib_USB_genHID_active_protocol
0x0089       [2]    __Lib_USB_genHID_USB_In_Handle
0x008B       [1]    __Lib_USB_genHID_maxDescriptorIndex
0x008C       [1]    __Lib_USB_genHID_USTATcopy
0x008D       [2]    __Lib_USB_genHID_USB_Write_Buffer
0x008F       [3]    _USB_config_dsc_ptr
0x0092       [2]    __Lib_USB_genHID_pDst
0x0094       [2]    __Lib_USB_genHID___USB_Device_i_cnt
0x0096       [4]    __Lib_USB_genHID__USB_Stop_Waiting
0x009A       [9]    _USB_string_dsc_ptr
0x00A3       [2]    FARG_HID_Write_writebuff
0x00A3       [1]    FARG_Lcd_Chr_row
0x00A3       [2]    FARG_HID_Enable_readbuff
0x00A3       [2]    FARG_UART1_Write_Text_uart_text
0x00A3       [1]    FARG_Lcd_Out_row
0x00A4       [1]    FARG_Lcd_Chr_column
0x00A4       [1]    FARG_Lcd_Out_column
0x00A5       [2]    FARG_Lcd_Out_text
0x00A5       [1]    FARG_Lcd_Chr_out_char
0x00A5       [1]    FARG_HID_Write_len
0x00A5       [2]    FARG_HID_Enable_writebuff
0x00A5       [1]    UART1_Write_Text_data__L0
0x00A6       [1]    UART1_Write_Text_counter_L0
0x00A7       [1]    Lcd_Out_i_L0
0x00A8       [1]    __Lib_USB_genHID_GetMaxStrignDscIndex_dev_L0
0x00A8       [1]    FARG_Lcd_Chr_CP_out_char
0x00A8       [2]    FARG_Gen_Write_writebuff
0x00A8       [2]    FARG_Gen_Read_readbuff
0x00A8       [1]    FARG_UART1_Write_data_
0x00A9       [1]    __Lib_USB_genHID_GetMaxStrignDscIndex_cfg_L0
0x00AA       [1]    FARG_Gen_Read_length
0x00AA       [1]    FARG_Gen_Write_length
0x00AB       [1]    FARG_Gen_Write_ep
0x00AB       [1]    FARG_Gen_Read_ep
0x00AC       [2]    Gen_Write_handle_L0
0x00AC       [2]    Gen_Read_handle_L0
0x00AE       [1]    Gen_Read_read_bytes_L0
0x00AF       [2]    FARG___Lib_USB_genHID_USB_Handle_Busy_handle
0x00AF       [1]    USB_Polling_Proc_setup_cnt_L8
0x00AF       [1]    FARG_Lcd_Cmd_out_char
0x00AF       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_ep
0x00AF       [3]    FARG___Lib_USB_genHID_GetMaxIndexInConfigDsc_cfgDsc
0x00B0       [1]    USB_Polling_Proc_i_L0
0x00B0       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_dir
0x00B1       [2]    FARG___Lib_USB_genHID_USB_Transfer_Packet_data_
0x00B2       [1]    __Lib_USB_genHID_GetMaxIndexInConfigDsc_index_L0
0x00B3       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_len
0x00B3       [2]    __Lib_USB_genHID_GetMaxIndexInConfigDsc_i_L0
0x00B5       [1]    USB_Interrupt_Proc_setup_cnt_L8
0x00B6       [1]    USB_Interrupt_Proc_i_L0
0x0400      [32]    __Lib_USB_genHID_BDT
0x0420       [8]    __Lib_USB_genHID_SetupPkt
0x0428       [8]    __Lib_USB_genHID_CtrlTrfData
0x0500      [64]    _readbuff
0x0540      [64]    _writebuff
