;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 1/17/2017 4:46:55 PM
;----------------------------------------------

;Address Opcode 	ASM
0x1982	0xD012      	BRA         L_main49
0x1984	0xB482      	BTFSC       PORTC, 2 
0x1986	0xD010      	BRA         L_main49
0x1988	0xB081      	BTFSC       PORTB, 0 
0x198A	0xD00E      	BRA         L_main49
0x198C	0xB281      	BTFSC       PORTB, 1 
0x198E	0xD00C      	BRA         L_main49
L__main51:
;SyncBox.c,382 :: 		if (UART1_Data_Ready()){
0x1990	0xDCA4      	RCALL       _UART1_Data_Ready
0x1992	0x5200      	MOVF        R0, 1 
0x1994	0xE009      	BZ          L_main50
;SyncBox.c,384 :: 		uart_rd1[64] = UART1_Read();
0x1996	0xDCA6      	RCALL       _UART1_Read
0x1998	0xF0B1C000  	MOVFF       R0, _uart_rd1+64
;SyncBox.c,386 :: 		UART1_Write(uart_rd1[64]);
0x199C	0xF13CC000  	MOVFF       R0, FARG_UART1_Write_data_
0x19A0	0xF008EC8A  	CALL        _UART1_Write, 0
;SyncBox.c,388 :: 		writebuff[64]=uart_rd1[64];
0x19A4	0xF580C0B1  	MOVFF       _uart_rd1+64, 1408
;SyncBox.c,392 :: 		}
L_main50:
;SyncBox.c,393 :: 		}
L_main49:
;SyncBox.c,400 :: 		} // While Döngüsü Bitisi
0x19A8	0xD6E7      	BRA         L_main8
;SyncBox.c,401 :: 		}
L_end_main:
0x19AA	0xD7FF      	BRA         $+0
; end of _main
0x1A7C	0xF027EE10  	LFSR        1, 39
0x1A80	0x0E3E      	MOVLW       62
0x1A82	0x6E00      	MOVWF       R0 
0x1A84	0x0E01      	MOVLW       1
0x1A86	0x6E01      	MOVWF       R1 
0x1A88	0x0EAC      	MOVLW       172
0x1A8A	0x6EF6      	MOVWF       4086 
0x1A8C	0x0E19      	MOVLW       25
0x1A8E	0x6EF7      	MOVWF       TBLPTRH 
0x1A90	0x0E00      	MOVLW       0
0x1A92	0x6EF8      	MOVWF       TBLPTRU 
0x1A94	0xF00AEC29  	CALL        5202, 0
0x1A98	0x0012      	RETURN      0
;SyncBox.c,0 :: ?ICS_xray_on
0x19AC	0x00 ;?ICS_xray_on+0
; end of ?ICS_xray_on
;SyncBox.c,0 :: ?ICS?lstr4_SyncBox
0x19AD	0x5F78 ;?ICS?lstr4_SyncBox+0
0x19AF	0x6172 ;?ICS?lstr4_SyncBox+2
0x19B1	0x5F79 ;?ICS?lstr4_SyncBox+4
0x19B3	0x6E6F ;?ICS?lstr4_SyncBox+6
0x19B5	0x00 ;?ICS?lstr4_SyncBox+8
; end of ?ICS?lstr4_SyncBox
;SyncBox.c,0 :: ?ICS_button_state_0
0x19B6	0x00 ;?ICS_button_state_0+0
; end of ?ICS_button_state_0
;SyncBox.c,0 :: ?ICS?lstr3_SyncBox
0x19B7	0x6177 ;?ICS?lstr3_SyncBox+0
0x19B9	0x6D72 ;?ICS?lstr3_SyncBox+2
0x19BB	0x755F ;?ICS?lstr3_SyncBox+4
0x19BD	0x0070 ;?ICS?lstr3_SyncBox+6
; end of ?ICS?lstr3_SyncBox
;SyncBox.c,0 :: ?ICS_button_state_1
0x19BF	0x00 ;?ICS_button_state_1+0
; end of ?ICS_button_state_1
;SyncBox.c,0 :: ?ICS?lstr5_SyncBox
0x19C0	0x5F78 ;?ICS?lstr5_SyncBox+0
0x19C2	0x6172 ;?ICS?lstr5_SyncBox+2
0x19C4	0x5F79 ;?ICS?lstr5_SyncBox+4
0x19C6	0x666F ;?ICS?lstr5_SyncBox+6
0x19C8	0x0066 ;?ICS?lstr5_SyncBox+8
; end of ?ICS?lstr5_SyncBox
;SyncBox.c,0 :: ?ICS_ready
0x19CA	0x00 ;?ICS_ready+0
; end of ?ICS_ready
;SyncBox.c,0 :: ?ICS?lstr1_SyncBox
0x19CB	0x7953 ;?ICS?lstr1_SyncBox+0
0x19CD	0x636E ;?ICS?lstr1_SyncBox+2
0x19CF	0x6F42 ;?ICS?lstr1_SyncBox+4
0x19D1	0x2078 ;?ICS?lstr1_SyncBox+6
0x19D3	0x2E56 ;?ICS?lstr1_SyncBox+8
0x19D5	0x2E31 ;?ICS?lstr1_SyncBox+10
0x19D7	0x2030 ;?ICS?lstr1_SyncBox+12
0x19D9	0x6554 ;?ICS?lstr1_SyncBox+14
0x19DB	0x7473 ;?ICS?lstr1_SyncBox+16
0x19DD	0x00 ;?ICS?lstr1_SyncBox+18
; end of ?ICS?lstr1_SyncBox
;SyncBox.c,0 :: ?ICS?lstr2_SyncBox
0x19DE	0x656C ;?ICS?lstr2_SyncBox+0
0x19E0	0x5F64 ;?ICS?lstr2_SyncBox+2
0x19E2	0x5F31 ;?ICS?lstr2_SyncBox+4
0x19E4	0x666F ;?ICS?lstr2_SyncBox+6
0x19E6	0x0066 ;?ICS?lstr2_SyncBox+8
; end of ?ICS?lstr2_SyncBox
;SyncBox.c,0 :: ?ICS_timer_sayac_0
0x19E8	0x0000 ;?ICS_timer_sayac_0+0
; end of ?ICS_timer_sayac_0
;USBdsc.c,49 :: _configDescriptor1
0x19EA	0x0209 ;_configDescriptor1+0
0x19EC	0x0029 ;_configDescriptor1+2
0x19EE	0x0101 ;_configDescriptor1+4
0x19F0	0x8000 ;_configDescriptor1+6
0x19F2	0x0932 ;_configDescriptor1+8
0x19F4	0x0004 ;_configDescriptor1+10
0x19F6	0x0200 ;_configDescriptor1+12
0x19F8	0x0003 ;_configDescriptor1+14
0x19FA	0x0000 ;_configDescriptor1+16
0x19FC	0x2109 ;_configDescriptor1+18
0x19FE	0x0101 ;_configDescriptor1+20
0x1A00	0x0100 ;_configDescriptor1+22
0x1A02	0x2122 ;_configDescriptor1+24
0x1A04	0x0700 ;_configDescriptor1+26
0x1A06	0x8105 ;_configDescriptor1+28
0x1A08	0x4003 ;_configDescriptor1+30
0x1A0A	0x0100 ;_configDescriptor1+32
0x1A0C	0x0507 ;_configDescriptor1+34
0x1A0E	0x0301 ;_configDescriptor1+36
0x1A10	0x0040 ;_configDescriptor1+38
0x1A12	0x01 ;_configDescriptor1+40
; end of _configDescriptor1
;USBdsc.c,138 :: _strd2
0x1A13	0x0322 ;_strd2+0
0x1A15	0x0044 ;_strd2+2
0x1A17	0x0075 ;_strd2+4
0x1A19	0x0072 ;_strd2+6
0x1A1B	0x006D ;_strd2+8
0x1A1D	0x0061 ;_strd2+10
0x1A1F	0x007A ;_strd2+12
0x1A21	0x0020 ;_strd2+14
0x1A23	0x0054 ;_strd2+16
0x1A25	0x0065 ;_strd2+18
0x1A27	0x006B ;_strd2+20
0x1A29	0x006E ;_strd2+22
0x1A2B	0x006F ;_strd2+24
0x1A2D	0x006C ;_strd2+26
0x1A2F	0x006F ;_strd2+28
0x1A31	0x006A ;_strd2+30
0x1A33	0x0069 ;_strd2+32
; end of _strd2
;USBdsc.c,99 :: _hid_rpt_desc
0x1A35	0x0006 ;_hid_rpt_desc+0
0x1A37	0x09FF ;_hid_rpt_desc+2
0x1A39	0xA101 ;_hid_rpt_desc+4
0x1A3B	0x1901 ;_hid_rpt_desc+6
0x1A3D	0x2901 ;_hid_rpt_desc+8
0x1A3F	0x1540 ;_hid_rpt_desc+10
0x1A41	0x2600 ;_hid_rpt_desc+12
0x1A43	0x00FF ;_hid_rpt_desc+14
0x1A45	0x0875 ;_hid_rpt_desc+16
0x1A47	0x4095 ;_hid_rpt_desc+18
0x1A49	0x0281 ;_hid_rpt_desc+20
0x1A4B	0x0119 ;_hid_rpt_desc+22
0x1A4D	0x4029 ;_hid_rpt_desc+24
0x1A4F	0x0875 ;_hid_rpt_desc+26
0x1A51	0x4095 ;_hid_rpt_desc+28
0x1A53	0x0291 ;_hid_rpt_desc+30
0x1A55	0xC0 ;_hid_rpt_desc+32
; end of _hid_rpt_desc
;USBdsc.c,31 :: _device_dsc
0x1A56	0x0112 ;_device_dsc+0
0x1A58	0x0200 ;_device_dsc+2
0x1A5A	0x0000 ;_device_dsc+4
0x1A5C	0x0800 ;_device_dsc+6
0x1A5E	0x1234 ;_device_dsc+8
0x1A60	0x0001 ;_device_dsc+10
0x1A62	0x0001 ;_device_dsc+12
0x1A64	0x0201 ;_device_dsc+14
0x1A66	0x0100 ;_device_dsc+16
; end of _device_dsc
;USBdsc.c,149 :: _strd3
0x1A68	0x0310 ;_strd3+0
0x1A6A	0x0053 ;_strd3+2
0x1A6C	0x0079 ;_strd3+4
0x1A6E	0x006E ;_strd3+6
0x1A70	0x0063 ;_strd3+8
0x1A72	0x0042 ;_strd3+10
0x1A74	0x006F ;_strd3+12
0x1A76	0x0078 ;_strd3+14
; end of _strd3
;USBdsc.c,126 :: _strd1
0x1A78	0x0304 ;_strd1+0
0x1A7A	0x0409 ;_strd1+2
; end of _strd1
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0008     [226]    _interrupt
0x00EA     [198]    __Lib_USB_genHID_USB_CB_Init_EP
0x01B0      [80]    _Mul_16x16_U
0x0200       [4]    _Delay_1us
0x0204     [256]    __Lib_USB_genHID_USB_Get_Dsc_Handler
0x0304      [18]    _Delay_5500us
0x0316      [12]    _Delay_50us
0x0322     [340]    __Lib_USB_genHID_USB_Std_Feature_Req_Handler
0x0476     [318]    __Lib_USB_genHID_USB_Check_HID_Request
0x05B4     [316]    __Lib_USB_genHID_USB_CtrlTrf_Tx_Service
0x06F0     [220]    __Lib_USB_genHID_USB_Get_Status_Handler
0x07CC      [38]    __Lib_USB_genHID_USB_Set_Cfg_Handler
0x07F2      [52]    _USB_Init_Desc
0x0826      [44]    __Lib_USB_genHID_USB_Handle_Busy
0x0852      [10]    __Lib_USB_genHID_USB_Enable_Interrupts
0x085C     [126]    _Lcd_Cmd
0x08DA     [288]    __Lib_USB_genHID_USB_Transfer_Packet
0x09FA      [40]    __Lib_USB_genHID_USB_Prepare_Next_Setup_Trf
0x0A22     [426]    __Lib_USB_genHID_USB_CtrlEP_Service_Complete
0x0BCC      [10]    __Lib_USB_genHID_USB_CB_Check_Other_Req
0x0BD6     [272]    __Lib_USB_genHID_USB_CtrlTrf_Rx_Service
0x0CE6     [226]    __Lib_USB_genHID_USB_Check_Std_Request
0x0DC8     [350]    __Lib_USB_genHID_GetMaxIndexInConfigDsc
0x0F26     [190]    __Lib_USB_genHID_GetMaxIndexInDevDsc
0x0FE4      [14]    __Lib_USB_genHID_USB_Configure
0x0FF2      [74]    __Lib_USB_genHID_USB_CtrlTrf_Out_Handler
0x103C      [16]    __Lib_USB_genHID_USB_Wake_From_Suspend
0x104C       [4]    __Lib_USB_genHID_USB_Clear_Interrupt
0x1050      [60]    __Lib_USB_genHID_USB_Stall_Handler
0x108C      [44]    __Lib_USB_genHID_GetMaxStrignDscIndex
0x10B8      [50]    __Lib_USB_genHID_USB_CtrlTrf_Setup_Handler
0x10EA      [10]    __Lib_USB_genHID_USB_Suspend
0x10F4      [32]    __Lib_USB_genHID_USB_Attach_Device
0x1114      [14]    _UART1_Write
0x1122     [116]    _Gen_Read
0x1196     [136]    __Lib_USB_genHID_USB_Device_Init
0x121E     [172]    __Lib_USB_genHID_USB_CtrlTrf_In_Handler
0x12CA      [16]    _Lcd_Chr_CP
0x12DA      [10]    _UART1_Data_Ready
0x12E4      [18]    _UART1_Read
0x12F6      [22]    _HID_Read
0x130C     [198]    _Lcd_Init
0x13D2     [128]    _Lcd_Out
0x1452      [16]    ___CC2DW
0x1462       [8]    _InitINT1
0x146A       [8]    _InitINT0
0x1472     [470]    _USB_Interrupt_Proc
0x1648      [88]    _UART1_Init
0x16A0      [44]    _HID_Enable
0x16CC      [52]    _UART1_Write_Text
0x1700     [684]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    SPI1_Write_tmp_L0
0x0000       [1]    FLASH_Erase_64_SaveINTCON_L0
0x0000       [1]    __Lib_SoftI2C_PutZerosToLATScl_temp_scl_L0
0x0000       [1]    UART1_Init_tmp_L0
0x0000       [1]    __Lib_SoftI2C_PutZerosToLATSda_temp_sda_L0
0x0000       [1]    R0
0x0000       [1]    EEPROM_Write_SaveINTCON_L0
0x0001       [1]    R1
0x0001       [1]    FLASH_Write_32_i_L0
0x0001       [1]    FLASH_Erase_Write_64_i_L0
0x0001       [1]    __Lib_TFT_16bit_JPEG_FileRead_i_L0
0x0001       [1]    ispunct_rslt_L0
0x0001       [1]    __Lib_TFT_JPEG_FileReadBytes_Result_L0
0x0001       [1]    UART1_Read___tmp_UART1_Read_L0
0x0001       [1]    __Lib_TFT_JPEG_FileRead_i_L0
0x0001       [2]    FLASH_Read_N_Bytes_i_L0
0x0001       [1]    __Lib_PS2_Wait_Falling_nsample_L0
0x0001       [1]    __Lib_TFT_16bit_JPEG_FileReadBytes_Result_L0
0x0001       [1]    I2C1_Rd_tmp_L0
0x0001       [1]    __Lib_USB_genHID_?FLOC____Lib_USB_genHID_USB_Handle_BusyT1
0x0002       [1]    FLASH_Erase_Write_64_j_L0
0x0002       [2]    memchr_s_L0
0x0002       [2]    strlen_cp_L0
0x0002       [2]    memset_pp_L0
0x0002       [1]    FLASH_Write_32_SaveINTCON_L0
0x0002       [2]    memcpy_dd_L0
0x0002       [1]    __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_byteToRead_L0
0x0002       [1]    R2
0x0003       [1]    __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_i_L0
0x0003       [1]    FLASH_Erase_Write_64_SaveINTCON_L0
0x0003       [1]    __Lib_Sprinti_?FLOC____Lib_Sprinti_Do_FillT29
0x0003       [2]    memmove_tt_L0
0x0003       [2]    __Lib_MmcFat16_f16_toInt_l_L0
0x0003       [1]    MM_Init_i_L0
0x0003       [2]    MM_TotalFreeMemSize_Tot_L0
0x0003       [2]    Ltrim_original_L0
0x0003       [2]    __Lib_USB_genHID_USB_CtrlTrf_Tx_Service_byteToSend_L0
0x0003       [1]    R3
0x0004       [2]    strcat_cp_L0
0x0004       [2]    frexp_pom_L0
0x0004       [2]    __Lib_MemManager_MM_GetMemAlign_P_L0
0x0004       [2]    strncpy_cp_L0
0x0004       [2]    memcpy_ss_L0
0x0004       [2]    strcpy_cp_L0
0x0004       [2]    strncat_cp_L0
0x0004       [1]    __Lib_Sprinti_?FLOC____Lib_Sprinti_Do_FillT40
0x0004       [2]    __Lib_USB_genHID_USB_Transfer_Packet_handle_L0
0x0004       [1]    __Lib_USB_genHID_GetMaxIndexInDevDsc_index_L0
0x0004       [1]    R4
0x0004       [2]    __Lib_USB_genHID_USB_Get_Status_Handler_p_L2
0x0004       [2]    __Lib_USB_genHID_USB_Std_Feature_Req_Handler_p_L0
0x0005       [2]    Ltrim_p_L0
0x0005       [2]    LongIntToHex_input_half_L0
0x0005       [1]    MM_TotalFreeMemSize_i_L0
0x0005       [1]    R5
0x0005       [2]    __Lib_USB_genHID_USB_Configure_Endpoint_handle_L0
0x0005       [2]    LongWordToHex_input_half_L0
0x0005       [2]    memmove_ff_L0
0x0005       [1]    __Lib_Sprinti_?FLOC____Lib_Sprinti_Do_FillT54
0x0006       [1]    R6
0x0006       [2]    __Lib_USB_genHID_GetMaxIndexInConfigDsc_totalLen_L0
0x0006       [1]    __Lib_MemManager_MM_GetMemAlign_i_L0
0x0006       [1]    __Lib_Sprinti_?FLOC____Lib_Sprinti_Do_FillT69
0x0007       [1]    R7
0x0007       [1]    __Lib_TFT_16bit_JPEG_GenerateHuffmanTables_bLength_L0
0x0007       [1]    __Lib_TFT_JPEG_GenerateHuffmanTables_bLength_L0
0x0008       [1]    R8
0x0008       [3]    __Lib_USB_genHID_GetMaxIndexInConfigDsc_ptr_L0
0x0008       [1]    __Lib_TFT_JPEG_GenerateHuffmanTables_bTable_L0
0x0008       [1]    __Lib_TFT_16bit_JPEG_GenerateHuffmanTables_bTable_L0
0x0009       [1]    R9
0x0009       [4]    __Lib_MmcFat16_f16_toLong_l_L0
0x000A       [1]    R10
0x000B       [1]    R11
0x000C       [1]    R12
0x000D       [1]    R13
0x000E       [1]    R14
0x000F       [1]    R15
0x0010       [1]    R16
0x0011       [1]    R17
0x0012       [1]    R18
0x0013       [1]    R19
0x0014       [1]    R20
0x0027       [1]    _xray_on
0x0028       [9]    ?lstr4_SyncBox
0x0031       [1]    _button_state_0
0x0032       [8]    ?lstr3_SyncBox
0x003A       [1]    _button_state_1
0x003B      [10]    ?lstr5_SyncBox
0x0045       [1]    _ready
0x0046      [19]    ?lstr1_SyncBox
0x0059      [10]    ?lstr2_SyncBox
0x0063       [2]    _timer_sayac_0
0x0065       [3]    _USB_config_dsc_ptr
0x0068       [9]    _USB_string_dsc_ptr
0x0071      [64]    _uart_rd1
0x00B1       [1]    __Lib_USB_genHID_active_protocol
0x00B2       [1]    __Lib_USB_genHID_controlTransferState
0x00B3       [1]    __Lib_USB_genHID_RemoteWakeup
0x00B4       [1]    __Lib_USB_genHID_idle_rate
0x00B5      [64]    _sent_data_1
0x00F5       [1]    _datacnt
0x00F6       [1]    _cnt
0x00F7       [2]    __Lib_USB_genHID_USB_Write_Buffer
0x00F9       [2]    __Lib_USB_genHID_USB_In_Handle
0x00FB       [1]    __Lib_USB_genHID_maxDescriptorIndex
0x00FC       [1]    __Lib_USB_genHID__Is_HID
0x00FD       [2]    __Lib_USB_genHID___USB_Device_i_cnt
0x00FF       [1]    __Lib_USB_genHID_USBActiveConfiguration
0x0100       [6]    __Lib_USB_genHID_inPipes
0x0106       [9]    __Lib_USB_genHID_outPipes
0x010F       [2]    __Lib_USB_genHID_USB_Out_Handle
0x0111       [4]    _UART_Rd_Ptr
0x0115       [4]    _UART_Rdy_Ptr
0x0119       [0]    __Lib_Lcd_cmd_status
0x011A       [4]    _UART_Wr_Ptr
0x011E       [4]    _UART_Tx_Idle_Ptr
0x0122       [4]    __Lib_USB_genHID_BDTEntry_OutPtr
0x0126       [1]    __Lib_USB_genHID_USBDeviceState
0x0127       [2]    __Lib_USB_genHID_USB_Read_Buffer
0x0129       [4]    __Lib_USB_genHID_BDTEntry_InPtr
0x012D       [2]    __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr
0x012F       [1]    __Lib_USB_genHID_USTATcopy
0x0130       [1]    __Lib_USB_genHID_shortPacketStatus
0x0131       [2]    __Lib_USB_genHID_pDst
0x0133       [1]    __Lib_USB_genHID_USBAlternateInterface
0x0134       [2]    __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr
0x0136       [1]    __Lib_USB_genHID_BothEP0OutUOWNsSet
0x0137       [1]    FARG_Lcd_Out_row
0x0137       [2]    FARG_UART1_Write_Text_uart_text
0x0137       [2]    FARG_HID_Enable_readbuff
0x0138       [1]    FARG_Lcd_Out_column
0x0139       [1]    UART1_Write_Text_data__L0
0x0139       [2]    FARG_Lcd_Out_text
0x0139       [2]    FARG_HID_Enable_writebuff
0x013A       [1]    UART1_Write_Text_counter_L0
0x013B       [1]    Lcd_Out_i_L0
0x013C       [1]    __Lib_USB_genHID_GetMaxStrignDscIndex_dev_L0
0x013C       [2]    FARG_Gen_Read_readbuff
0x013C       [1]    FARG_UART1_Write_data_
0x013C       [1]    FARG_Lcd_Chr_CP_out_char
0x013D       [1]    __Lib_USB_genHID_GetMaxStrignDscIndex_cfg_L0
0x013E       [1]    FARG_Gen_Read_length
0x013F       [1]    FARG_Gen_Read_ep
0x0140       [2]    Gen_Read_handle_L0
0x0142       [1]    Gen_Read_read_bytes_L0
0x0143       [2]    FARG___Lib_USB_genHID_USB_Handle_Busy_handle
0x0143       [1]    FARG_Lcd_Cmd_out_char
0x0143       [3]    FARG___Lib_USB_genHID_GetMaxIndexInConfigDsc_cfgDsc
0x0143       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_ep
0x0144       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_dir
0x0145       [2]    FARG___Lib_USB_genHID_USB_Transfer_Packet_data_
0x0146       [1]    __Lib_USB_genHID_GetMaxIndexInConfigDsc_index_L0
0x0147       [2]    __Lib_USB_genHID_GetMaxIndexInConfigDsc_i_L0
0x0147       [1]    FARG___Lib_USB_genHID_USB_Transfer_Packet_len
0x0149       [1]    USB_Interrupt_Proc_setup_cnt_L8
0x014A       [1]    USB_Interrupt_Proc_i_L0
0x0400      [32]    __Lib_USB_genHID_BDT
0x0420       [8]    __Lib_USB_genHID_SetupPkt
0x0428       [8]    __Lib_USB_genHID_CtrlTrfData
0x0500      [64]    _readbuff
0x0540      [64]    _writebuff
0x0F68       [0]    ACTVIF_bit
0x0F68       [0]    STALLIF_bit
0x0F68       [0]    SOFIF_bit
0x0F68       [0]    TRNIF_bit
0x0F68       [0]    IDLEIF_bit
0x0F68       [0]    UERRIF_bit
0x0F68       [1]    UIR
0x0F68       [0]    URSTIF_bit
0x0F69       [0]    TRNIE_bit
0x0F69       [0]    ACTVIE_bit
0x0F69       [0]    SOFIE_bit
0x0F69       [0]    STALLIE_bit
0x0F69       [0]    IDLEIE_bit
0x0F69       [1]    UIE
0x0F69       [0]    URSTIE_bit
0x0F69       [0]    UERRIE_bit
0x0F6A       [1]    UEIR
0x0F6B       [1]    UEIE
0x0F6C       [1]    USTAT
0x0F6D       [0]    SE0_bit
0x0F6D       [0]    PPBRST_bit
0x0F6D       [1]    UCON
0x0F6D       [0]    SUSPND_bit
0x0F6D       [0]    PKTDIS_bit
0x0F6D       [0]    USBEN_bit
0x0F6E       [1]    UADDR
0x0F6F       [1]    UCFG
0x0F70       [1]    UEP0
0x0F70       [0]    EPSTALL_bit
0x0F71       [1]    UEP1
0x0F80       [0]    LCD_D5
0x0F80       [0]    LCD_D6
0x0F80       [0]    LCD_D7
0x0F80       [0]    LCD_RS
0x0F80       [0]    LCD_EN
0x0F80       [0]    LCD_D4
0x0F80       [0]    RA3_bit
0x0F80       [0]    RA2_bit
0x0F80       [0]    RA1_bit
0x0F80       [0]    RA5_bit
0x0F80       [0]    RA4_bit
0x0F80       [1]    PORTA
0x0F80       [0]    RA0_bit
0x0F81       [1]    PORTB
0x0F82       [1]    PORTC
0x0F83       [1]    PORTD
0x0F8C       [1]    LATD
0x0F92       [0]    LCD_EN_Direction
0x0F92       [0]    LCD_RS_Direction
0x0F92       [1]    TRISA
0x0F92       [0]    LCD_D4_Direction
0x0F92       [0]    LCD_D7_Direction
0x0F92       [0]    LCD_D6_Direction
0x0F92       [0]    LCD_D5_Direction
0x0F92       [0]    TRISA3_bit
0x0F92       [0]    TRISA4_bit
0x0F92       [0]    TRISA5_bit
0x0F92       [0]    TRISA0_bit
0x0F92       [0]    TRISA1_bit
0x0F92       [0]    TRISA2_bit
0x0F93       [1]    TRISB
0x0F94       [1]    TRISC
0x0F94       [0]    TRISC7_bit
0x0F94       [0]    TRISC6_bit
0x0F95       [1]    TRISD
0x0F9E       [0]    TMR1IF_bit
0x0F9E       [0]    TMR2IF_bit
0x0F9E       [1]    PIR1
0x0FA0       [0]    USBIE_bit
0x0FA1       [0]    TMR3IF_bit
0x0FA1       [0]    USBIF_bit
0x0FA2       [0]    USBIP_bit
0x0FAB       [1]    RCSTA
0x0FAC       [1]    TXSTA
0x0FAD       [1]    TXREG
0x0FAE       [1]    RCREG
0x0FAF       [1]    SPBRG
0x0FB0       [1]    SPBRGH
0x0FB2       [1]    TMR3L
0x0FB3       [1]    TMR3H
0x0FB4       [1]    CMCON
0x0FB8       [1]    BAUDCON
0x0FC1       [1]    ADCON1
0x0FCE       [1]    TMR1L
0x0FCF       [1]    TMR1H
0x0FD0       [0]    IPEN_bit
0x0FD6       [1]    TMR0L
0x0FD7       [1]    TMR0H
0x0FD8       [1]    STATUS
0x0FD9       [1]    FSR2L
0x0FDA       [1]    FSR2H
0x0FDE       [1]    POSTINC2
0x0FE0       [1]    BSR
0x0FE1       [1]    FSR1L
0x0FE2       [1]    FSR1H
0x0FE4       [1]    PREINC1
0x0FE6       [1]    POSTINC1
0x0FE7       [1]    INDF1
0x0FE8       [1]    WREG
0x0FE9       [1]    FSR0L
0x0FEA       [1]    FSR0H
0x0FEE       [1]    POSTINC0
0x0FF0       [0]    INT1IF_bit
0x0FF0       [0]    INT1IE_bit
0x0FF0       [0]    INT1F_bit
0x0FF0       [0]    INT2F_bit
0x0FF2       [0]    INT0IE_bit
0x0FF2       [0]    INT0F_bit
0x0FF2       [0]    GIE_bit
0x0FF2       [0]    GIEH_bit
0x0FF2       [0]    TMR0IF_bit
0x0FF2       [0]    INT0IF_bit
0x0FF3       [1]    PRODL
0x0FF4       [1]    PRODH
0x0FF5       [1]    TABLAT
0x0FF6       [1]    TBLPTRL
0x0FF7       [1]    TBLPTRH
0x0FF8       [1]    TBLPTRU
//** Constants locations ** 
//ADDRESS    SIZE    CONSTANT
//----------------------------------------------
0x19AC       [1]    ?ICS_xray_on
0x19AD       [9]    ?ICS?lstr4_SyncBox
0x19B6       [1]    ?ICS_button_state_0
0x19B7       [8]    ?ICS?lstr3_SyncBox
0x19BF       [1]    ?ICS_button_state_1
0x19C0      [10]    ?ICS?lstr5_SyncBox
0x19CA       [1]    ?ICS_ready
0x19CB      [19]    ?ICS?lstr1_SyncBox
0x19DE      [10]    ?ICS?lstr2_SyncBox
0x19E8       [2]    ?ICS_timer_sayac_0
0x19EA      [41]    _configDescriptor1
0x1A13      [34]    _strd2
0x1A35      [33]    _hid_rpt_desc
0x1A56      [18]    _device_dsc
0x1A68      [16]    _strd3
0x1A78       [4]    _strd1
//** Label List: ** 
//----------------------------------------------
  L_interrupt0
  L_interrupt1
  L_interrupt2
  L_interrupt3
  L_interrupt4
  L_interrupt5
  L_interrupt6
  L_main7
  L_main8
  L_main9
  L_main10
  L_main11
  L_main12
  L_main13
  L_main14
  L_main15
  L_main16
  L_main17
  L_main18
  L_main19
  L_main20
  L_main21
  L_main22
  L_main23
  L_main24
  L_main25
  L_main26
  L_main27
  L_main28
  L_main29
  L_main30
  L_main31
  L_main32
  L_main33
  L_main34
  L_main35
  L_main36
  L_main37
  L_main38
  L_main39
  L_main40
  L_main41
  L_main42
  L_main43
  L_main44
  L_main45
  L_main46
  L_main47
  L_main48
  L_main49
  L_main50
  L__main51
  L__main52
  L__main53
  L__main54
  L__main55
  L__main56
  L__main57
  L__main58
  L__main59
  L_end_address1
  _address1
  L_end_address2
  _address2
  L_end_address3
  _address3
  L_end_address4
  _address4
  L_end_InitTimer0
  _InitTimer0
  L_end_InitTimer1
  _InitTimer1
  L_end_InitTimer2
  _InitTimer2
  L_end_InitTimer3
  _InitTimer3
  L_end_InitINT0
  _InitINT0
  L_end_InitINT1
  _InitINT1
  L_end_InitINT2
  _InitINT2
  L_end_interrupt
  _interrupt
  L__interrupt72
  L_end_main
  _main
  L_end_USB_Init_Desc
  _USB_Init_Desc
  L_Delay_10us0
  L_Delay_22us1
  L_Delay_50us2
  L_Delay_80us3
  L_Delay_500us4
  L_Delay_5500us5
  L_Delay_1ms6
  L_Delay_5ms7
  L_Delay_8ms8
  L_Delay_100ms9
  L_Delay_10ms10
  L_Delay_1sec11
  L____Boot_Delay4k12
  L____Boot_Delay8k13
  L____Boot_Delay12k14
  L____Boot_Delay16k15
  L____Boot_Delay24k16
  L____Boot_Delay32k17
  L____Boot_Delay48k18
  L____Boot_Delay64k19
  L____Boot_Delay128k20
  L_Delay_Cyc21
  L_Delay_Cyc22
  L_VDelay_ms23
  L_VDelay_ms24
  L_VDelay_ms25
  L_VDelay_Advanced_ms26
  L_VDelay_Advanced_ms27
  L_VDelay_Advanced_ms28
  L_end_Get_Fosc_kHz
  _Get_Fosc_kHz
  L_end_Delay_1us
  _Delay_1us
  L_end_Delay_10us
  _Delay_10us
  L_end_Delay_22us
  _Delay_22us
  L_end_Delay_50us
  _Delay_50us
  L_end_Delay_80us
  _Delay_80us
  L_end_Delay_500us
